ID_CLIENT_SYNTH,RIB,Nom,Prénom,Solde_MAD,Statut_Compte,SIGNATURE_ID_REF,PATH_GENUINE,PATH_FORGED,ID_Beneficiaires_Payes
582,145158220000022345662790,Hanane,Hamd,23733.22,Actif,610,backend/app/data/sign_data\610,backend/app/data/sign_data\610_forg,"[47, 379]"
583,145835110000022469119452,Hafidi,Fath Elkhir,53903.16,Actif,611,backend/app/data/sign_data\611,backend/app/data/sign_data\611_forg,[588]
584,145215670000022592576126,Mehdi,Zoulikha,27370.97,Inactif,612,backend/app/data/sign_data\612,backend/app/data/sign_data\612_forg,[118]
585,145215530000022716032828,Marsli,Chouhaiba,4115.63,Actif,613,backend/app/data/sign_data\613,backend/app/data/sign_data\613_forg,[250]
586,145630500000022839489518,Talbi,Ghannou,96305.98,Inactif,614,backend/app/data/sign_data\614,backend/app/data/sign_data\614_forg,[341]
587,145458980000022962946213,Kaddouri,Izdihar,67329.47,Inactif,615,backend/app/data/sign_data\615,backend/app/data/sign_data\615_forg,"[11, 931]"
588,145938390000023086402944,Sara,Khansae,79871.34,Actif,616,backend/app/data/sign_data\616,backend/app/data/sign_data\616_forg,[908]
589,145500480000023209859663,El mokhtar,Maamar,19148.46,Actif,617,backend/app/data/sign_data\617,backend/app/data/sign_data\617_forg,[593]
590,145792810000023333316308,Naim,Radi,53360.15,Actif,618,backend/app/data/sign_data\618,backend/app/data/sign_data\618_forg,"[97, 848]"
591,145261470000023456773041,Zouhair,Belaid,18170.23,Actif,619,backend/app/data/sign_data\619,backend/app/data/sign_data\619_forg,[603]
592,145951640000023580229732,Ait el,Nassih,8486.19,Inactif,620,backend/app/data/sign_data\620,backend/app/data/sign_data\620_forg,"[836, 185]"
593,145700260000023703686404,Taleb,Chefae,85371.51,Actif,621,backend/app/data/sign_data\621,backend/app/data/sign_data\621_forg,[155]
594,145840490000023827143199,El mahdi,Rachad,28310.7,Inactif,622,backend/app/data/sign_data\622,backend/app/data/sign_data\622_forg,"[516, 693]"
595,145625220000023950599873,Bouayad,Mahjouba,6681.79,Inactif,623,backend/app/data/sign_data\623,backend/app/data/sign_data\623_forg,[558]
596,145129690000024074056597,Belhaj,Oum Elkhir,19968.93,Inactif,624,backend/app/data/sign_data\624,backend/app/data/sign_data\624_forg,"[170, 810]"
597,145547940000024197513266,Haddad,Maria,90601.39,Inactif,625,backend/app/data/sign_data\625,backend/app/data/sign_data\625_forg,[821]
598,145692460000024320969906,Saad,Farah,16748.78,Inactif,626,backend/app/data/sign_data\626,backend/app/data/sign_data\626_forg,"[739, 402]"
599,145455510000024444426699,Bensaid,Anouar,15267.35,Actif,627,backend/app/data/sign_data\627,backend/app/data/sign_data\627_forg,"[213, 651]"
600,145624590000024567883396,Ennaji,Salmane,58880.33,Actif,628,backend/app/data/sign_data\628,backend/app/data/sign_data\628_forg,"[540, 597]"
